eNodeB ID,eNodebName,小区号,长码(小区CI）,CellName,网络类型,longitude,LATITUDE,覆盖类型
601094,安康宁陕分公司楼下主营业厅-HLW-AKAI104TL,AKAI104TL-0,153880070,安康宁陕分公司楼下主营业厅-HLW-AKAI104TL-0,lte,108.309444,33.313055,室分
601095,安康岚皋分公司楼下主营业厅-HLW-AKAI105TL,AKAI105TL-0,153880326,安康岚皋分公司楼下主营业厅-HLW-AKAI105TL-0,lte,108.898333,32.311666,室分
601095,安康岚皋分公司楼下主营业厅-HLW-AKAI105TL,AKAI105TL-1,153880327,安康岚皋分公司楼下主营业厅-HLW-AKAI105TL-1,lte,108.898333,32.311666,室分
601097,安康平利分公司楼下主营业厅-HLW-AKAI107TL,AKAI107TL-0,153880838,安康平利分公司楼下主营业厅-HLW-AKAI107TL-0,lte,109.358333,32.39,室分
601091,安康恒口营业厅-HLW-AKAI101TL,AKAI101TL-0,153879302,安康恒口营业厅-HLW-AKAI101TL-0,lte,108.768055,32.738888,室分
601099,安康旬阳移动公司营业厅2厅-HLW-AKAI109TL,AKAI109TL-0,153881350,安康旬阳移动公司营业厅2厅-HLW-AKAI109TL-0,lte,109.360277,32.836388,室分
600990,安康汉滨丁字街-HLH-AKAO031TLFD,AKAO031TL-0,153853440,汉滨丁字街-HLH-AKAO031TL-0,lte,109.031111,32.70361111,宏站
600990,安康汉滨丁字街-HLH-AKAO031TLFD,AKAO031TL-1,153853441,汉滨丁字街-HLH-AKAO031TL-1,lte,109.031111,32.70361111,宏站
600990,安康汉滨丁字街-HLH-AKAO031TLFD,AKAO031TL-2,153853442,汉滨丁字街-HLH-AKAO031TL-2,lte,109.031111,32.70361111,宏站
600981,安康市汉滨区三局技校-HLH-AKAO022TLFD,AKAO022TL-0,153851136,汉滨三局技校-HLH-AKAO022TL-0,lte,109.014791,32.699286,宏站
600981,安康市汉滨区三局技校-HLH-AKAO022TLFD,AKAO022TL-1,153851137,汉滨三局技校-HLH-AKAO022TL-1,lte,109.014791,32.699286,宏站
600981,安康市汉滨区三局技校-HLH-AKAO022TLFD,AKAO022TL-2,153851138,汉滨三局技校-HLH-AKAO022TL-2,lte,109.014791,32.699286,宏站
601015,安康汉滨三局kh-HLH-AKAO056TLFD,AKAO056TL-0,153859840,汉滨三局机关-HLH-AKAO056TL-0,lte,109.004722,32.70305556,宏站
601015,安康汉滨三局kh-HLH-AKAO056TLFD,AKAO056TL-1,153859841,汉滨三局机关-HLH-AKAO056TL-1,lte,109.004722,32.70305556,宏站
601015,安康汉滨三局kh-HLH-AKAO056TLFD,AKAO056TL-2,153859842,汉滨三局机关-HLH-AKAO056TL-2,lte,109.004722,32.70305556,宏站
601072,安康汉滨三桥北桥头-HLH-AKAO139TLFD,AKAO139TL-0,153874432,汉滨三桥北桥头-HLH-AKAO139TL-0,lte,109.000833,32.68388889,宏站
601072,安康汉滨三桥北桥头-HLH-AKAO139TLFD,AKAO139TL-1,153874433,汉滨三桥北桥头-HLH-AKAO139TL-1,lte,109.000833,32.68388889,宏站
601072,安康汉滨三桥北桥头-HLH-AKAO139TLFD,AKAO139TL-2,153874434,汉滨三桥北桥头-HLH-AKAO139TL-2,lte,109.000833,32.68388889,宏站
600964,安康汉滨世纪新村-HLH-AKAO005TLFD,AKAO005TL-0,153846784,汉滨世纪新村-HLH-AKAO005TL-0,lte,109.016111,32.68777778,宏站
600964,安康汉滨世纪新村-HLH-AKAO005TLFD,AKAO005TL-1,153846785,汉滨世纪新村-HLH-AKAO005TL-1,lte,109.016111,32.68777778,宏站
600964,安康汉滨世纪新村-HLH-AKAO005TLFD,AKAO005TL-2,153846786,汉滨世纪新村-HLH-AKAO005TL-2,lte,109.016111,32.68777778,宏站
600997,安康汉滨东关小学-HLH-AKAO038TLFD,AKAO038TL-0,153855232,汉滨东关小学-HLH-AKAO038TL-0,lte,109.0275,32.704444,宏站
600997,安康汉滨东关小学-HLH-AKAO038TLFD,AKAO038TL-1,153855233,汉滨东关小学-HLH-AKAO038TL-1,lte,109.0275,32.704444,宏站
600997,安康汉滨东关小学-HLH-AKAO038TLFD,AKAO038TL-2,153855234,汉滨东关小学-HLH-AKAO038TL-2,lte,109.0275,32.704444,宏站
601000,安康汉滨东堤（东关）-HLH-AKAO041TLFD,AKAO041TL-0,153856000,汉滨东堤（东关）-HLH-AKAO041TL-0,lte,109.027777,32.70194444,宏站
601000,安康汉滨东堤（东关）-HLH-AKAO041TLFD,AKAO041TL-1,153856001,汉滨东堤（东关）-HLH-AKAO041TL-1,lte,109.027777,32.70194444,宏站
601000,安康汉滨东堤（东关）-HLH-AKAO041TLFD,AKAO041TL-2,153856002,汉滨东堤（东关）-HLH-AKAO041TL-2,lte,109.027777,32.70194444,宏站
601090,安康汉滨中医院-HLW-AKAI100TL,AKAI100TL-0,153879046,安康汉滨中医院-HLW-AKAI100TL-0,lte,109.036388,32.691111,室分
601019,安康汉滨中心医院制剂大楼-HLH-AKAO060TL,AKAO060TL-0,153860864,安康汉滨中心医院制剂大楼-HLH-AKAO060TL-0,lte,109.021388,32.691666,宏站
601019,安康汉滨中心医院制剂大楼-HLH-AKAO060TL,AKAO060TL-1,153860865,安康汉滨中心医院制剂大楼-HLH-AKAO060TL-1,lte,109.021388,32.691666,宏站
601019,安康汉滨中心医院制剂大楼-HLH-AKAO060TL,AKAO060TL-2,153860866,安康汉滨中心医院制剂大楼-HLH-AKAO060TL-2,lte,109.021388,32.691666,宏站
601025,安康汉滨交警支队-HLH-AKAO066TLFD,AKAO066TL-0,153862400,汉滨交警支队-HLH-AKAO066TL-0,lte,109.015,32.692551,宏站
601025,安康汉滨交警支队-HLH-AKAO066TLFD,AKAO066TL-1,153862401,汉滨交警支队-HLH-AKAO066TL-1,lte,109.015,32.692551,宏站
601025,安康汉滨交警支队-HLH-AKAO066TLFD,AKAO066TL-2,153862402,汉滨交警支队-HLH-AKAO066TL-2,lte,109.015,32.692551,宏站
601009,安康汉滨体育场-HLH-AKAO050TLFD,AKAO050TL-0,153858304,安康汉滨体育场-HLH-AKAO050TL-0,lte,109.037222,32.70166667,宏站
601009,安康汉滨体育场-HLH-AKAO050TLFD,AKAO050TL-1,153858305,安康汉滨体育场-HLH-AKAO050TL-1,lte,109.037222,32.70166667,宏站
601009,安康汉滨体育场-HLH-AKAO050TLFD,AKAO050TL-2,153858306,安康汉滨体育场-HLH-AKAO050TL-2,lte,109.037222,32.70166667,宏站
601001,安康汉滨供电局十字-HLH-AKAO042TLFD,AKAO042TL-0,153856256,汉滨供电局十字-HLH-AKAO042TL-0,lte,109.012777,32.685833,宏站
601001,安康汉滨供电局十字-HLH-AKAO042TLFD,AKAO042TL-1,153856257,汉滨供电局十字-HLH-AKAO042TL-1,lte,109.012777,32.685833,宏站
601001,安康汉滨供电局十字-HLH-AKAO042TLFD,AKAO042TL-2,153856258,汉滨供电局十字-HLH-AKAO042TL-2,lte,109.012777,32.685833,宏站
601020,安康汉滨信合-HLH-AKAO061TLFD,AKAO061TL-0,153861120,汉滨信合-HLH-AKAO061TL-0,lte,109.015833,32.69694444,宏站
601020,安康汉滨信合-HLH-AKAO061TLFD,AKAO061TL-1,153861121,汉滨信合-HLH-AKAO061TL-1,lte,109.015833,32.69694444,宏站
601020,安康汉滨信合-HLH-AKAO061TLFD,AKAO061TL-2,153861122,汉滨信合-HLH-AKAO061TL-2,lte,109.015833,32.69694444,宏站
600961,安康汉滨kgr-HLH-AKAO002TLFD,AKAO002TL-0,153846016,安康汉滨kgr-HLH-AKAO002TL-0,lte,109.027777,32.69055556,宏站
600961,安康汉滨kgr-HLH-AKAO002TLFD,AKAO002TL-1,153846017,安康汉滨kgr-HLH-AKAO002TL-1,lte,109.027777,32.69055556,宏站
600961,安康汉滨kgr-HLH-AKAO002TLFD,AKAO002TL-2,153846018,安康汉滨kgr-HLH-AKAO002TL-2,lte,109.027777,32.69055556,宏站
600972,安康汉滨农技中心-HLH-AKAO013TLFD,AKAO013TL-0,153848832,汉滨农技中心-HLH-AKAO013TL-0,lte,109.021388,32.68611111,宏站
600972,安康汉滨农技中心-HLH-AKAO013TLFD,AKAO013TL-1,153848833,汉滨农技中心-HLH-AKAO013TL-1,lte,109.021388,32.68611111,宏站
600972,安康汉滨农技中心-HLH-AKAO013TLFD,AKAO013TL-2,153848834,汉滨农技中心-HLH-AKAO013TL-2,lte,109.021388,32.68611111,宏站
600994,安康汉滨农校礼堂-HLH-AKAO035TLFD,AKAO035TL-0,153854464,安康汉滨农校礼堂-HLH-AKAO035TL-0,lte,109.023888,32.68333333,宏站
600994,安康汉滨农校礼堂-HLH-AKAO035TLFD,AKAO035TL-1,153854465,安康汉滨农校礼堂-HLH-AKAO035TL-1,lte,109.023888,32.68333333,宏站
600994,安康汉滨农校礼堂-HLH-AKAO035TLFD,AKAO035TL-2,153854466,安康汉滨农校礼堂-HLH-AKAO035TL-2,lte,109.023888,32.68333333,宏站
600980,安康汉滨前张岭-HLH-AKAO021TLFD,AKAO021TL-0,153850880,汉滨前张岭-HLH-AKAO021TL-0,lte,109.005555,32.70555556,宏站
600980,安康汉滨前张岭-HLH-AKAO021TLFD,AKAO021TL-1,153850881,汉滨前张岭-HLH-AKAO021TL-1,lte,109.005555,32.70555556,宏站
600980,安康汉滨前张岭-HLH-AKAO021TLFD,AKAO021TL-2,153850882,汉滨前张岭-HLH-AKAO021TL-2,lte,109.005555,32.70555556,宏站
601024,安康汉滨劳动培训中心-HLH-AKAO065TLFD,AKAO065TL-0,153862144,汉滨劳动培训中心-HLH-AKAO065TL-0,lte,109.035,32.69527778,宏站
601024,安康汉滨劳动培训中心-HLH-AKAO065TLFD,AKAO065TL-1,153862145,汉滨劳动培训中心-HLH-AKAO065TL-1,lte,109.035,32.69527778,宏站
601024,安康汉滨劳动培训中心-HLH-AKAO065TLFD,AKAO065TL-2,153862146,汉滨劳动培训中心-HLH-AKAO065TL-2,lte,109.035,32.69527778,宏站
600965,安康汉滨区ay-HLH-AKAO006TLFD,AKAO006TL-0,153847040,汉滨区ay-HLH-AKAO006TL-0,lte,109.026944,32.68388889,宏站
600965,安康汉滨区ay-HLH-AKAO006TLFD,AKAO006TL-1,153847041,汉滨区ay-HLH-AKAO006TL-1,lte,109.026944,32.68388889,宏站
600965,安康汉滨区ay-HLH-AKAO006TLFD,AKAO006TL-2,153847042,汉滨区ay-HLH-AKAO006TL-2,lte,109.026944,32.68388889,宏站
600987,安康汉滨华润万家-HLH-AKAO028TL,AKAO028TL-0,153852672,安康汉滨华润万家-HLH-AKAO028TL-0,lte,109.029166,32.6925,宏站
600987,安康汉滨华润万家-HLH-AKAO028TL,AKAO028TL-1,153852673,安康汉滨华润万家-HLH-AKAO028TL-1,lte,109.029166,32.6925,宏站
600987,安康汉滨华润万家-HLH-AKAO028TL,AKAO028TL-2,153852674,安康汉滨华润万家-HLH-AKAO028TL-2,lte,109.029166,32.6925,宏站
600962,安康汉滨南门小区-HLH-AKAO003TLFD,AKAO003TL-0,153846272,安康汉滨南门小区-HLH-AKAO003TL-0,lte,109.031666,32.68583333,宏站
600962,安康汉滨南门小区-HLH-AKAO003TLFD,AKAO003TL-1,153846273,安康汉滨南门小区-HLH-AKAO003TL-1,lte,109.031666,32.68583333,宏站
600962,安康汉滨南门小区-HLH-AKAO003TLFD,AKAO003TL-2,153846274,安康汉滨南门小区-HLH-AKAO003TL-2,lte,109.031666,32.68583333,宏站
600973,安康汉滨双堤巷-HLH-AKAO014TL,AKAO014TL-0,153849088,安康汉滨双堤巷-HLH-AKAO014TL-0,lte,109.024722,32.69305556,宏站
600973,安康汉滨双堤巷-HLH-AKAO014TL,AKAO014TL-1,153849089,安康汉滨双堤巷-HLH-AKAO014TL-1,lte,109.024722,32.69305556,宏站
600973,安康汉滨双堤巷-HLH-AKAO014TL,AKAO014TL-2,153849090,安康汉滨双堤巷-HLH-AKAO014TL-2,lte,109.024722,32.69305556,宏站
600983,安康汉滨uhk-HLH-AKAO024TLFD,AKAO024TL-0,153851648,安康汉滨uhk-HLH-AKAO024TL-0,lte,109.031944,32.69861111,宏站
600983,安康汉滨uhk-HLH-AKAO024TLFD,AKAO024TL-1,153851649,安康汉滨uhk-HLH-AKAO024TL-1,lte,109.031944,32.69861111,宏站
600983,安康汉滨uhk-HLH-AKAO024TLFD,AKAO024TL-2,153851650,安康汉滨uhk-HLH-AKAO024TL-2,lte,109.031944,32.69861111,宏站
601031,安康汉滨大修厂-HLH-AKAO072TL,AKAO072TL-0,153863936,安康汉滨大修厂-HLH-AKAO072TL-0,lte,108.994444,32.72027778,宏站
601031,安康汉滨大修厂-HLH-AKAO072TL,AKAO072TL-1,153863937,安康汉滨大修厂-HLH-AKAO072TL-1,lte,108.994444,32.72027778,宏站
601031,安康汉滨大修厂-HLH-AKAO072TL,AKAO072TL-2,153863938,安康汉滨大修厂-HLH-AKAO072TL-2,lte,108.994444,32.72027778,宏站
601070,安康汉滨大道2站-HLH-AKAO137TLFD,AKAO137TL-0,153873920,安康汉滨大道2站-HLH-AKAO137TL-0,lte,108.988611,32.698888,宏站
601070,安康汉滨大道2站-HLH-AKAO137TLFD,AKAO137TL-1,153873921,安康汉滨大道2站-HLH-AKAO137TL-1,lte,108.988611,32.698888,宏站
601070,安康汉滨大道2站-HLH-AKAO137TLFD,AKAO137TL-2,153873922,安康汉滨大道2站-HLH-AKAO137TL-2,lte,108.988611,32.698888,宏站
601071,安康汉滨安川分公司-HLH-AKAO138TLFD,AKAO138TL-0,153874176,安康汉滨安川分公司-HLH-AKAO138TL-0,lte,108.993055,32.697222,宏站
601071,安康汉滨安川分公司-HLH-AKAO138TLFD,AKAO138TL-1,153874177,安康汉滨安川分公司-HLH-AKAO138TL-1,lte,108.993055,32.697222,宏站
601071,安康汉滨安川分公司-HLH-AKAO138TLFD,AKAO138TL-2,153874178,安康汉滨安川分公司-HLH-AKAO138TL-2,lte,108.993055,32.697222,宏站
601018,安康汉滨安康学院-HLH-AKAO059TLFD,AKAO059TL-0,153860608,汉滨安康学院-HLH-AKAO059TL-0,lte,109.029166,32.6875,宏站
601018,安康汉滨安康学院-HLH-AKAO059TLFD,AKAO059TL-1,153860609,汉滨安康学院-HLH-AKAO059TL-1,lte,109.029166,32.6875,宏站
601018,安康汉滨安康学院-HLH-AKAO059TLFD,AKAO059TL-2,153860610,汉滨安康学院-HLH-AKAO059TL-2,lte,109.029166,32.6875,宏站
600963,安康汉滨安康宾馆-HLH-AKAO004TLFD,AKAO004TL-0,153846528,汉滨安康宾馆-HLH-AKAO004TL-0,lte,109.024166,32.68583333,宏站
600963,安康汉滨安康宾馆-HLH-AKAO004TLFD,AKAO004TL-1,153846529,汉滨安康宾馆-HLH-AKAO004TL-1,lte,109.024166,32.68583333,宏站
600963,安康汉滨安康宾馆-HLH-AKAO004TLFD,AKAO004TL-2,153846530,汉滨安康宾馆-HLH-AKAO004TL-2,lte,109.024166,32.68583333,宏站
601033,安康汉滨安康经贸学院-HLH-AKAO074TLFD,AKAO074TL-0,153864448,安康汉滨安康经贸学院-HLH-AKAO074TL-0,lte,108.980555,32.71555556,宏站
601033,安康汉滨安康经贸学院-HLH-AKAO074TLFD,AKAO074TL-1,153864449,安康汉滨安康经贸学院-HLH-AKAO074TL-1,lte,108.980555,32.71555556,宏站
601033,安康汉滨安康经贸学院-HLH-AKAO074TLFD,AKAO074TL-2,153864450,安康汉滨安康经贸学院-HLH-AKAO074TL-2,lte,108.980555,32.71555556,宏站
601076,安康汉滨区rx-HLW-AKAI086TL,AKAI086TL-0,153875462,安康汉滨区rx-HLW-AKAI086TL-0,lte,109.021388,32.696944,室分
600970,安康汉滨安悦街-HLH-AKAO011TLFD,AKAO011TL-0,153848320,汉滨安悦街-HLH-AKAO011TL-0,lte,109.021111,32.69833333,宏站
600970,安康汉滨安悦街-HLH-AKAO011TLFD,AKAO011TL-1,153848321,汉滨安悦街-HLH-AKAO011TL-1,lte,109.021111,32.69833333,宏站
600970,安康汉滨安悦街-HLH-AKAO011TLFD,AKAO011TL-2,153848322,汉滨安悦街-HLH-AKAO011TL-2,lte,109.021111,32.69833333,宏站
600982,安康汉滨富群街-HLH-AKAO023TLFD,AKAO023TL-0,153851392,汉滨富群街-HLH-AKAO023TL-0,lte,109.009166,32.70388889,宏站
600982,安康汉滨富群街-HLH-AKAO023TLFD,AKAO023TL-1,153851393,汉滨富群街-HLH-AKAO023TL-1,lte,109.009166,32.70388889,宏站
601032,安康汉滨工业园区-HLH-AKAO073TLFD,AKAO073TL-0,153864192,安康汉滨工业园区-HLH-AKAO073TL-0,lte,108.986666,32.715833,宏站
601032,安康汉滨工业园区-HLH-AKAO073TLFD,AKAO073TL-1,153864193,安康汉滨工业园区-HLH-AKAO073TL-1,lte,108.986666,32.715833,宏站
601032,安康汉滨工业园区-HLH-AKAO073TLFD,AKAO073TL-2,153864194,安康汉滨工业园区-HLH-AKAO073TL-2,lte,108.986666,32.715833,宏站
600996,安康汉滨市政工程处-HLH-AKAO037TLFD,AKAO037TL-0,153854976,汉滨市政工程处-HLH-AKAO037TL-0,lte,109.031111,32.70138889,宏站
600996,安康汉滨市政工程处-HLH-AKAO037TLFD,AKAO037TL-1,153854977,汉滨市政工程处-HLH-AKAO037TL-1,lte,109.031111,32.70138889,宏站
600996,安康汉滨市政工程处-HLH-AKAO037TLFD,AKAO037TL-2,153854978,汉滨市政工程处-HLH-AKAO037TL-2,lte,109.031111,32.70138889,宏站
601026,安康汉滨张岭宾馆-HLH-AKAO067TLFD,AKAO067TL-0,153862656,汉滨张岭宾馆-HLH-AKAO067TL-0,lte,109.000555,32.708888,宏站
601026,安康汉滨张岭宾馆-HLH-AKAO067TLFD,AKAO067TL-1,153862657,汉滨张岭宾馆-HLH-AKAO067TL-1,lte,109.000555,32.708888,宏站
601026,安康汉滨张岭宾馆-HLH-AKAO067TLFD,AKAO067TL-2,153862658,汉滨张岭宾馆-HLH-AKAO067TL-2,lte,109.000555,32.708888,宏站
600969,安康汉滨文昌路-HLH-AKAO010TLFD,AKAO010TL-0,153848064,汉滨文昌路-HLH-AKAO010TL-0,lte,109.034722,32.68861111,宏站
600969,安康汉滨文昌路-HLH-AKAO010TLFD,AKAO010TL-1,153848065,汉滨文昌路-HLH-AKAO010TL-1,lte,109.034722,32.68861111,宏站
600969,安康汉滨文昌路-HLH-AKAO010TLFD,AKAO010TL-2,153848066,汉滨文昌路-HLH-AKAO010TL-2,lte,109.034722,32.68861111,宏站
600966,安康汉滨新城饭店-HLH-AKAO007TLFD,AKAO007TL-0,153847296,汉滨新城饭店-HLH-AKAO007TL-0,lte,109.029166,32.6925,宏站
600966,安康汉滨新城饭店-HLH-AKAO007TLFD,AKAO007TL-1,153847297,汉滨新城饭店-HLH-AKAO007TL-1,lte,109.029166,32.6925,宏站
600966,安康汉滨新城饭店-HLH-AKAO007TLFD,AKAO007TL-2,153847298,汉滨新城饭店-HLH-AKAO007TL-2,lte,109.029166,32.6925,宏站
601012,安康汉滨新安中学-HLH-AKAO053TLFD,AKAO053TL-0,153859072,汉滨新安中学-HLH-AKAO053TL-0,lte,109.018055,32.691388,宏站
601012,安康汉滨新安中学-HLH-AKAO053TLFD,AKAO053TL-1,153859073,汉滨新安中学-HLH-AKAO053TL-1,lte,109.018055,32.691388,宏站
601012,安康汉滨新安中学-HLH-AKAO053TLFD,AKAO053TL-2,153859074,汉滨新安中学-HLH-AKAO053TL-2,lte,109.018055,32.691388,宏站
600976,安康汉滨新康厂-HLH-AKAO017TLFD,AKAO017TL-0,153849856,汉滨新康厂-HLH-AKAO017TL-0,lte,109.008888,32.68,宏站
600976,安康汉滨新康厂-HLH-AKAO017TLFD,AKAO017TL-1,153849857,汉滨新康厂-HLH-AKAO017TL-1,lte,109.008888,32.68,宏站
600976,安康汉滨新康厂-HLH-AKAO017TLFD,AKAO017TL-2,153849858,汉滨新康厂-HLH-AKAO017TL-2,lte,109.008888,32.68,宏站
601074,安康汉滨新科明珠售楼部-HLH-AKAO141TLFD,AKAO141TL-0,153874944,汉滨新科明珠售楼部-HLH-AKAO141TL-0,lte,109.0025,32.6893,宏站
601074,安康汉滨新科明珠售楼部-HLH-AKAO141TLFD,AKAO141TL-1,153874945,汉滨新科明珠售楼部-HLH-AKAO141TL-1,lte,109.0025,32.6893,宏站
601074,安康汉滨新科明珠售楼部-HLH-AKAO141TLFD,AKAO141TL-2,153874946,汉滨新科明珠售楼部-HLH-AKAO141TL-2,lte,109.0025,32.6893,宏站
600960,安康汉滨无线管理委员会-HLH-AKAO001TLFD,AKAO001TL-0,153845760,汉滨无线管理委员会-HLH-AKAO001TL-0,lte,109.015555,32.68333333,宏站
600960,安康汉滨无线管理委员会-HLH-AKAO001TLFD,AKAO001TL-1,153845761,汉滨无线管理委员会-HLH-AKAO001TL-1,lte,109.015555,32.68333333,宏站
600960,安康汉滨无线管理委员会-HLH-AKAO001TLFD,AKAO001TL-2,153845762,汉滨无线管理委员会-HLH-AKAO001TL-2,lte,109.015555,32.68333333,宏站
600979,安康汉滨晏家坡市场-HLH-AKAO020TL,AKAO020TL-0,153850624,安康汉滨晏家坡市场-HLH-AKAO020TL-0,lte,109.012777,32.70888889,宏站
600979,安康汉滨晏家坡市场-HLH-AKAO020TL,AKAO020TL-1,153850625,安康汉滨晏家坡市场-HLH-AKAO020TL-1,lte,109.012777,32.70888889,宏站
600979,安康汉滨晏家坡市场-HLH-AKAO020TL,AKAO020TL-2,153850626,安康汉滨晏家坡市场-HLH-AKAO020TL-2,lte,109.012777,32.70888889,宏站
601005,安康汉滨晶海商务酒店-HLH-AKAO046TLFD,AKAO046TL-0,153857280,汉滨晶海商务酒店-HLH-AKAO046TL-0,lte,109.015277,32.70472222,宏站
601005,安康汉滨晶海商务酒店-HLH-AKAO046TLFD,AKAO046TL-1,153857281,汉滨晶海商务酒店-HLH-AKAO046TL-1,lte,109.015277,32.70472222,宏站
601005,安康汉滨晶海商务酒店-HLH-AKAO046TLFD,AKAO046TL-2,153857282,汉滨晶海商务酒店-HLH-AKAO046TL-2,lte,109.015277,32.70472222,宏站
601008,安康汉滨桃园小区-HLH-AKAO049TL,AKAO049TL-0,153858048,安康汉滨桃园小区-HLH-AKAO049TL-0,lte,109.036388,32.68583333,宏站
601008,安康汉滨桃园小区-HLH-AKAO049TL,AKAO049TL-1,153858049,安康汉滨桃园小区-HLH-AKAO049TL-1,lte,109.036388,32.68583333,宏站
601008,安康汉滨桃园小区-HLH-AKAO049TL,AKAO049TL-2,153858050,安康汉滨桃园小区-HLH-AKAO049TL-2,lte,109.036388,32.68583333,宏站
600967,安康汉滨水果批发市场-HLH-AKAO008TLFD,AKAO008TL-0,153847552,汉滨水果批发市场-HLH-AKAO008TL-0,lte,109.028055,32.69777778,宏站
600967,安康汉滨水果批发市场-HLH-AKAO008TLFD,AKAO008TL-1,153847553,汉滨水果批发市场-HLH-AKAO008TL-1,lte,109.028055,32.69777778,宏站
600967,安康汉滨水果批发市场-HLH-AKAO008TLFD,AKAO008TL-2,153847554,汉滨水果批发市场-HLH-AKAO008TL-2,lte,109.028055,32.69777778,宏站
600975,安康市汉滨区江北农行-HLH-AKAO016TLFD,AKAO016TL-0,153849600,汉滨江北农行-HLH-AKAO016TL-0,lte,109.0125,32.70555556,宏站
600975,安康市汉滨区江北农行-HLH-AKAO016TLFD,AKAO016TL-1,153849601,汉滨江北农行-HLH-AKAO016TL-1,lte,109.0125,32.70555556,宏站
600975,安康市汉滨区江北农行-HLH-AKAO016TLFD,AKAO016TL-2,153849602,汉滨江北农行-HLH-AKAO016TL-2,lte,109.0125,32.70555556,宏站
600974,安康市汉滨区江北工行-HLH-AKAO015TLFD,AKAO015TL-0,153849344,汉滨江北工行-HLH-AKAO015TL-0,lte,109.016388,32.71083333,宏站
600974,安康市汉滨区江北工行-HLH-AKAO015TLFD,AKAO015TL-1,153849345,汉滨江北工行-HLH-AKAO015TL-1,lte,109.016388,32.71083333,宏站
600974,安康市汉滨区江北工行-HLH-AKAO015TLFD,AKAO015TL-2,153849346,汉滨江北工行-HLH-AKAO015TL-2,lte,109.016388,32.71083333,宏站
601086,安康汉滨江南营业厅-HLW-AKAI096TL,AKAI096TL-0,153878022,安康汉滨江南营业厅-HLW-AKAI096TL-0,lte,109.026666,32.690277,室分
601034,安康汉滨海淀学校东-HLH-AKAO075TL,AKAO075TL-0,153864704,安康汉滨海淀学校东-HLH-AKAO075TL-0,lte,108.995,32.715,宏站
601034,安康汉滨海淀学校东-HLH-AKAO075TL,AKAO075TL-1,153864705,安康汉滨海淀学校东-HLH-AKAO075TL-1,lte,108.995,32.715,宏站
601034,安康汉滨海淀学校东-HLH-AKAO075TL,AKAO075TL-2,153864706,安康汉滨海淀学校东-HLH-AKAO075TL-2,lte,108.995,32.715,宏站
601006,安康汉滨滨江大道移动公司-HLH-AKAO047TLFD,AKAO047TL-0,153857536,汉滨滨江大道移动公司-HLH-AKAO047TL-0,lte,109.015,32.70472222,宏站
601006,安康汉滨滨江大道移动公司-HLH-AKAO047TLFD,AKAO047TL-1,153857537,汉滨滨江大道移动公司-HLH-AKAO047TL-1,lte,109.015,32.70472222,宏站
601006,安康汉滨滨江大道移动公司-HLH-AKAO047TLFD,AKAO047TL-2,153857538,汉滨滨江大道移动公司-HLH-AKAO047TL-2,lte,109.015,32.70472222,宏站
601002,安康汉滨烈士陵园-HLH-AKAO043TL,AKAO043TL-0,153856512,安康汉滨烈士陵园-HLH-AKAO043TL-0,lte,109.018055,32.68138889,宏站
601002,安康汉滨烈士陵园-HLH-AKAO043TL,AKAO043TL-1,153856513,安康汉滨烈士陵园-HLH-AKAO043TL-1,lte,109.018055,32.68138889,宏站
601002,安康汉滨烈士陵园-HLH-AKAO043TL,AKAO043TL-2,153856514,安康汉滨烈士陵园-HLH-AKAO043TL-2,lte,109.018055,32.68138889,宏站
600988,安康汉滨玻璃厂-HLH-AKAO029TLFD,AKAO029TL-0,153852928,汉滨玻璃厂-HLH-AKAO029TL-0,lte,109.007222,32.6825,宏站
600988,安康汉滨玻璃厂-HLH-AKAO029TLFD,AKAO029TL-1,153852929,汉滨玻璃厂-HLH-AKAO029TL-1,lte,109.007222,32.6825,宏站
600988,安康汉滨玻璃厂-HLH-AKAO029TLFD,AKAO029TL-2,153852930,汉滨玻璃厂-HLH-AKAO029TL-2,lte,109.007222,32.6825,宏站
601017,安康汉滨电业巷-HLH-AKAO058TLFD,AKAO058TL-0,153860352,汉滨电业巷-HLH-AKAO058TL-0,lte,109.018611,32.686388,宏站
601017,安康汉滨电业巷-HLH-AKAO058TLFD,AKAO058TL-1,153860353,汉滨电业巷-HLH-AKAO058TL-1,lte,109.018611,32.686388,宏站
601017,安康汉滨电业巷-HLH-AKAO058TLFD,AKAO058TL-2,153860354,汉滨电业巷-HLH-AKAO058TL-2,lte,109.018611,32.686388,宏站
601022,安康汉滨疾控中心-HLH-AKAO063TLFD,AKAO063TL-0,153861632,安康汉滨疾控中心-HLH-AKAO063TL-0,lte,109.034166,32.69138889,宏站
601022,安康汉滨疾控中心-HLH-AKAO063TLFD,AKAO063TL-1,153861633,安康汉滨疾控中心-HLH-AKAO063TL-1,lte,109.034166,32.69138889,宏站
601022,安康汉滨疾控中心-HLH-AKAO063TLFD,AKAO063TL-2,153861634,安康汉滨疾控中心-HLH-AKAO063TL-2,lte,109.034166,32.69138889,宏站
601085,安康汉滨移动公司室分-HLW-AKAI095TL,AKAI095TL-0,153877766,安康汉滨移动公司室分-HLW-AKAI095TL-0,lte,109.015,32.70472222,室分
600992,安康汉滨竹集街-HLH-AKAO033TLFD,AKAO033TL-0,153853952,安康汉滨竹集街-HLH-AKAO033TL-0,lte,109.024444,32.70361111,宏站
