BSC名称,MSC,基站索引,基站名称,小区索引,小区CI,小区名称,网络类型,经度,纬度,覆盖类型
ANK-HBSC-6000-019,XAGS30/41,138,安康石泉康家坝HG-AK589,265,55891,安康石泉康家坝HG-AK589-1,GSM,108.305555,32.974166,宏站
ANK-HBSC-6000-019,XAGS30/41,138,安康石泉康家坝HG-AK589,266,55892,安康石泉康家坝HG-AK589-2,GSM,108.305555,32.974166,宏站
ANK-HBSC-6000-019,XAGS30/41,23,安康石泉服务区HG-AKM307,65,53076,安康石泉拉远马岭关HG-AKM307-2,GSM,108.288888,32.984444,宏站
ANK-HBSC-6000-019,XAGS30/41,23,安康石泉服务区HG-AKM307,66,53077,安康石泉拉远马岭关HG-AKM307-3,GSM,108.288888,32.984444,宏站
ANK-HBSC-6000-019,XAGS30/41,3,安康石泉李家坝HG-AKM035,3,50354,安康石泉李家坝HG-AKM035-0,GSM,108.274444,33.006111,宏站
ANK-HBSC-6000-019,XAGS30/41,3,安康石泉李家坝HG-AKM035,159,50355,安康石泉李家坝HG-AKM035-1,GSM,108.274444,33.006111,宏站
ANK-HBSC-6000-019,XAGS30/41,3,安康石泉李家坝HG-AKM035,229,50356,安康石泉李家坝HG-AKM035-2,GSM,108.274444,33.006111,宏站
ANK-HBSC-6000-019,XAGS30/41,81,安康石泉马岭拉远HG-AK368,78,53685,安康石泉鲤鱼村HG-AK368-5,GSM,108.275555,32.974444,宏站
ANK-HBSC-6000-019,XAGS30/41,41,安康石泉两河HG-AK035,91,50350,安康石泉两河HG-AK035-0,GSM,108.08,33.27472222,宏站
ANK-HBSC-6000-019,XAGS30/41,41,安康石泉两河HG-AK035,92,50351,安康石泉两河HG-AK035-1,GSM,108.08,33.27472222,宏站
ANK-HBSC-6000-019,XAGS30/41,41,安康石泉两河HG-AK035,93,50352,安康石泉两河HG-AK035-2,GSM,108.08,33.27472222,宏站
ANK-HBSC-6000-019,XAGS30/41,45,安康石泉两河垭HG-AK414,62,54140,安康石泉两河垭HG-AK414-0,GSM,108.080833,33.278888,宏站
ANK-HBSC-6000-019,XAGS30/41,45,安康石泉两河垭HG-AK414,103,54141,安康石泉两河垭HG-AK414-1,GSM,108.080833,33.278888,宏站
ANK-HBSC-6000-019,XAGS30/41,45,安康石泉两河垭HG-AK414,104,54142,安康石泉两河垭HG-AK414-2,GSM,108.080833,33.278888,宏站
ANK-HBSC-6000-019,XAGS30/41,45,安康石泉两河垭HG-AK414,449,54143,安康石泉两河垭拉远HG-AK414-3,GSM,108.087214,33.278769,宏站
ANK-HBSC-6000-019,XAGS30/41,60,安康石泉两河镇潼关村HG-AKM522,130,55227,安康石泉两河镇潼关村HG-AKM522-0,GSM,108.104722,33.284722,宏站
ANK-HBSC-6000-019,XAGS30/41,60,安康石泉两河镇潼关村HG-AKM522,245,55228,安康石泉两河镇潼关村HG-AKM522-1,GSM,108.104722,33.284722,宏站
ANK-HBSC-6000-019,XAGS30/41,60,安康石泉两河镇潼关村HG-AKM522,246,55229,安康石泉两河镇潼关村HG-AKM522-2,GSM,108.104722,33.284722,宏站
ANK-HBSC-6000-019,XAGS30/41,32,安康石泉两河镇中心村HG-AKM520,68,53684,安康石泉两河镇中心村HG-AKM520-0,GSM,108.056884,33.277961,宏站
ANK-HBSC-6000-019,XAGS30/41,32,安康石泉两河镇中心村HG-AKM520,250,3685,安康石泉两河镇中心村HG-AKM520-1,GSM,108.056884,33.277961,宏站
ANK-HBSC-6000-019,XAGS30/41,32,安康石泉两河镇中心村HG-AKM520,253,3686,安康石泉两河镇中心村HG-AKM520-2,GSM,108.056884,33.277961,宏站
ANK-HBSC-6000-019,XAGS30/41,42,安康石泉浏阳河HG-AK535,58,55350,安康石泉浏阳河HG-AK535-0,GSM,108.129166,33.165,宏站
ANK-HBSC-6000-019,XAGS30/41,42,安康石泉浏阳河HG-AK535,94,55351,安康石泉浏阳河HG-AK535-1,GSM,108.129166,33.165,宏站
ANK-HBSC-6000-019,XAGS30/41,42,安康石泉浏阳河HG-AK535,50,55353,安康石泉浏阳河HG-AK535-3,GSM,108.129281,33.164781,宏站
ANK-HBSC-6000-019,XAGS30/41,214,安康石泉隆家垭子HG-AK833,353,58337,安康石泉隆家垭子HG-AK833-0,GSM,108.191388,33.012777,宏站
ANK-HBSC-6000-019,XAGS30/41,214,安康石泉隆家垭子HG-AK833,19,58338,安康石泉隆家垭子HG-AK833-1,GSM,108.191388,33.012777,宏站
ANK-HBSC-6000-019,XAGS30/41,214,安康石泉隆家垭子HG-AK833,44,58339,安康石泉隆家垭子HG-AK833-2,GSM,108.191388,33.012777,宏站
ANK-HBSC-6000-019,XAGS30/41,38,安康石泉马岭HG-AK368,85,53680,安康石泉马岭HG-AK368-0,GSM,108.286111,32.984722,宏站
ANK-HBSC-6000-019,XAGS30/41,38,安康石泉马岭HG-AK368,86,53681,安康石泉马岭HG-AK368-1,GSM,108.286111,32.984722,宏站
ANK-HBSC-6000-019,XAGS30/41,38,安康石泉马岭HG-AK368,87,53682,安康石泉马岭HG-AK368-2,GSM,108.286111,32.984722,宏站
ANK-HBSC-6000-007,XAGS29/56,1,安康石泉麦坪HG-AKM036,18,50364,安康石泉麦坪HG-AKM036-0,GSM,108.147222,32.865,宏站
ANK-HBSC-6000-007,XAGS29/56,1,安康石泉麦坪HG-AKM036,19,50365,安康石泉麦坪HG-AKM036-1,GSM,108.147222,32.865,宏站
ANK-HBSC-6000-007,XAGS29/56,1,安康石泉麦坪HG-AKM036,201,50366,安康石泉麦坪HG-AKM036-2,GSM,108.147222,32.865,宏站
ANK-HBSC-6000-019,XAGS30/41,54,安康石泉菩窑乡HG-AK122,60,51220,安康石泉菩窑乡HG-AK122-0,GSM,108.185833,33.186666,宏站
ANK-HBSC-6000-019,XAGS30/41,54,安康石泉菩窑乡HG-AK122,145,51221,安康石泉菩窑乡HG-AK122-1,GSM,108.185833,33.186666,宏站
ANK-HBSC-6000-019,XAGS30/41,54,安康石泉菩窑乡HG-AK122,270,1222,安康石泉菩窑乡HG-AK122-2,GSM,108.185833,33.186666,宏站
ANK-HBSC-6000-019,XAGS30/41,72,安康石泉汽车站HG-AKM650,167,56507,安康石泉汽车站HG-AKM650-0,GSM,108.2433333,33.04361111,宏站
ANK-HBSC-6000-019,XAGS30/41,72,安康石泉汽车站HG-AKM650,168,56508,安康石泉汽车站HG-AKM650-1,GSM,108.2433333,33.04361111,宏站
ANK-HBSC-6000-019,XAGS30/41,72,安康石泉汽车站HG-AKM650,169,56509,安康石泉汽车站HG-AKM650-2,GSM,108.2433333,33.04361111,宏站
ANK-HBSC-6000-019,XAGS30/41,36,安康石泉前池HG-AK614,179,56141,安康石泉前池HG-AK614-0,GSM,108.3472222,32.95361111,宏站
ANK-HBSC-6000-019,XAGS30/41,36,安康石泉前池HG-AK614,175,56142,安康石泉前池HG-AK614-1,GSM,108.3472222,32.95361111,宏站
ANK-HBSC-6000-019,XAGS30/41,36,安康石泉前池HG-AK614,181,56143,安康石泉前池HG-AK614-2,GSM,108.3472222,32.95361111,宏站
ANK-HBSC-6000-019,XAGS30/41,205,安康石泉青石HG-AK569,333,55690,安康石泉青石HG-AK569-0,GSM,108.386944,33.072777,宏站
ANK-HBSC-6000-019,XAGS30/41,205,安康石泉青石HG-AK569,118,55691,安康石泉青石HG-AK569-1,GSM,108.386944,33.072777,宏站
ANK-HBSC-6000-019,XAGS30/41,205,安康石泉青石HG-AK569,369,55692,安康石泉青石HG-AK569-2,GSM,108.386944,33.072777,宏站
ANK-HBSC-6000-019,XAGS30/41,99,安康石泉饶丰三河村HG-AKM299,357,52994,安康石泉饶丰三河村HG-AKM299-0,GSM,108.16352,33.181653,宏站
ANK-HBSC-6000-019,XAGS30/41,99,安康石泉饶丰三河村HG-AKM299,368,52995,安康石泉饶丰乡三河村HG-AKM299-1,GSM,108.16352,33.181653,宏站
ANK-HBSC-6000-019,XAGS30/41,99,安康石泉饶丰三河村HG-AKM299,471,52996,安康石泉饶丰乡三河村HG-AKM299-2,GSM,108.16352,33.181653,宏站
ANK-HBSC-6000-019,XAGS30/41,86,安康石泉浏阳河拉远HG-AK535,183,55352,安康石泉饶峰镇大坝村拉远HG-AK535-0,GSM,108.105277,33.170833,宏站
ANK-HBSC-6000-019,XAGS30/41,86,安康石泉浏阳河拉远HG-AK535,279,5353,安康石泉饶峰镇大坝村拉远HG-AK535-1,GSM,108.105277,33.170833,宏站
ANK-HBSC-6000-019,XAGS30/41,86,安康石泉浏阳河拉远HG-AK535,280,5354,安康石泉饶峰镇大坝村拉远HG-AK535-2,GSM,108.105277,33.170833,宏站
ANK-HBSC-6000-019,XAGS30/41,5,安康石泉饶峰镇合心村HG-AKF068,79,50687,安康石泉饶峰镇合心村HG-AKF068-0,GSM,108.1225,33.144444,宏站
ANK-HBSC-6000-019,XAGS30/41,5,安康石泉饶峰镇合心村HG-AKF068,83,50688,安康石泉饶峰镇合心村HG-AKF068-1,GSM,108.1225,33.144444,宏站
ANK-HBSC-6000-019,XAGS30/41,5,安康石泉饶峰镇合心村HG-AKF068,84,50689,安康石泉饶峰镇合心村HG-AKF068-2,GSM,108.1225,33.144444,宏站
ANK-HBSC-6000-019,XAGS30/41,75,安康石泉饶峰镇黄家庄HG-AKM390,177,52234,安康石泉饶峰镇黄家庄HG-AKM390-0,GSM,108.213888,33.206944,宏站
ANK-HBSC-6000-019,XAGS30/41,75,安康石泉饶峰镇黄家庄HG-AKM390,257,52235,安康石泉饶峰镇黄家庄HG-AKM390-1,GSM,108.234444,33.231111,宏站
ANK-HBSC-6000-019,XAGS30/41,75,安康石泉饶峰镇黄家庄HG-AKM390,258,52236,安康石泉饶峰镇黄家庄HG-AKM390-2,GSM,108.234444,33.231111,宏站
ANK-HBSC-6000-019,XAGS30/41,78,安康石泉饶峰镇菩溪村HG-AKF344,201,53447,安康石泉饶峰镇菩溪村HG-AKF344-0,GSM,108.192702,33.169464,宏站
ANK-HBSC-6000-019,XAGS30/41,78,安康石泉饶峰镇菩溪村HG-AKF344,202,53448,安康石泉饶峰镇菩溪村HG-AKF344-1,GSM,108.192702,33.169464,宏站
ANK-HBSC-6000-019,XAGS30/41,78,安康石泉饶峰镇菩溪村HG-AKF344,203,53449,安康石泉饶峰镇菩溪村HG-AKF344-2,GSM,108.192702,33.169464,宏站
ANK-HBSC-6000-019,XAGS30/41,141,安康石泉三站HGD-AK061,411,58787,安康石泉三站HD-AK878-0,GSM,108.2444444,33.04,宏站
ANK-HBSC-6000-019,XAGS30/41,141,安康石泉三站HGD-AK061,412,58788,安康石泉三站HD-AK878-1,GSM,108.2444444,33.04,宏站
ANK-HBSC-6000-019,XAGS30/41,141,安康石泉三站HGD-AK061,413,58789,安康石泉三站HD-AK878-2,GSM,108.2444444,33.04,宏站
ANK-HBSC-6000-019,XAGS30/41,141,安康石泉三站HGD-AK061,222,50611,安康石泉三站HG-AK061-0,GSM,108.2444444,33.04,宏站
ANK-HBSC-6000-019,XAGS30/41,141,安康石泉三站HGD-AK061,226,50612,安康石泉三站HG-AK061-1,GSM,108.2444444,33.04,宏站
ANK-HBSC-6000-019,XAGS30/41,141,安康石泉三站HGD-AK061,227,50613,安康石泉三站HG-AK061-2,GSM,108.2444444,33.04,宏站
ANK-HBSC-6000-019,XAGS30/41,67,安康石泉三站信源站HG-AKM690,146,56908,安康石泉三站信源站HG-AKM690-1,GSM,108.244611,33.040111,室分
ANK-HBSC-6000-019,XAGS30/41,51,安康石泉沙河HG-AKM145,26,51454,安康石泉沙河HG-AKM145-0,GSM,108.234722,33.071388,宏站
ANK-HBSC-6000-019,XAGS30/41,51,安康石泉沙河HG-AKM145,162,51455,安康石泉沙河HG-AKM145-1,GSM,108.234722,33.071388,宏站
ANK-HBSC-6000-019,XAGS30/41,51,安康石泉沙河HG-AKM145,231,51456,安康石泉沙河HG-AKM145-2,GSM,108.234722,33.071388,宏站
ANK-HBSC-6000-019,XAGS30/41,10,安康石泉胜利HG-AK425,11,54250,安康石泉胜利HG-AK425-0,GSM,108.168055,33.147777,宏站
ANK-HBSC-6000-019,XAGS30/41,10,安康石泉胜利HG-AK425,263,54251,安康石泉胜利HG-AK425-1,GSM,108.174444,33.120833,宏站
ANK-HBSC-6000-019,XAGS30/41,10,安康石泉胜利HG-AK425,264,54252,安康石泉胜利HG-AK425-2,GSM,108.174444,33.120833,宏站
ANK-HBSC-6000-019,XAGS30/41,10,安康石泉胜利HG-AK425,35,55360,安康石泉双樟HG-AK425-0,GSM,108.174444,33.120833,宏站
ANK-HBSC-6000-019,XAGS30/41,10,安康石泉胜利HG-AK425,47,55361,安康石泉双樟HG-AK425-1,GSM,108.174444,33.120833,宏站
ANK-HBSC-6000-019,XAGS30/41,139,安康石泉水电厂HG-AK582,216,55821,安康石泉水电厂HG-AK582-0,GSM,108.2363889,33.04638889,宏站
ANK-HBSC-6000-019,XAGS30/41,139,安康石泉水电厂HG-AK582,218,55822,安康石泉水电厂HG-AK582-1,GSM,108.2363889,33.04638889,宏站
ANK-HBSC-6000-019,XAGS30/41,139,安康石泉水电厂HG-AK582,239,55823,安康石泉水电厂HG-AK582-2,GSM,108.2363889,33.04638889,宏站
ANK-HBSC-6000-019,XAGS30/41,140,安康石泉水利局HG-AK538,219,55381,安康石泉水利局HG-AK538-0,GSM,108.253935,33.035505,宏站
ANK-HBSC-6000-019,XAGS30/41,140,安康石泉水利局HG-AK538,220,55382,安康石泉水利局HG-AK538-1,GSM,108.253935,33.035505,宏站
ANK-HBSC-6000-019,XAGS30/41,140,安康石泉水利局HG-AK538,221,55383,安康石泉水利局HG-AK538-2,GSM,108.253935,33.035505,宏站
ANK-HBSC-6000-019,XAGS30/41,37,安康石泉水利局HG-AKFI009,116,30091,安康石泉水利局HG-AKFI009-0,GSM,108.253701,33.035801,室分
ANK-HBSC-6000-019,XAGS30/41,204,安康石泉水磨村HG-AK839,331,58397,安康石泉水磨村HG-AK839-0,GSM,108.248333,33.008055,宏站
ANK-HBSC-6000-019,XAGS30/41,204,安康石泉水磨村HG-AK839,370,58398,安康石泉水磨村HG-AK839-1,GSM,108.248333,33.008055,宏站
ANK-HBSC-6000-019,XAGS30/41,1,安康石泉潭家湾HG-AK511,1,55110,安康石泉潭家湾HG-AK511-0,GSM,108.342777,32.980555,宏站
ANK-HBSC-6000-019,XAGS30/41,1,安康石泉潭家湾HG-AK511,114,55111,安康石泉潭家湾HG-AK511-1,GSM,108.342777,32.980555,宏站
ANK-HBSC-6000-019,XAGS30/41,1,安康石泉潭家湾HG-AK511,677,55113,安康石泉潭家湾HG-AK511-3,GSM,108.372222,32.964722,宏站
ANK-HBSC-6000-019,XAGS30/41,19,安康石泉土门垭HG-AK253,20,52530,安康石泉土门垭HG-AK253-0,GSM,108.133055,33.235555,宏站
ANK-HBSC-6000-019,XAGS30/41,19,安康石泉土门垭HG-AK253,259,52532,安康石泉土门垭HG-AK253-1,GSM,108.1575,33.226388,宏站
ANK-HBSC-6000-019,XAGS30/41,19,安康石泉土门垭HG-AK253,260,52533,安康石泉土门垭HG-AK253-2,GSM,108.1575,33.226388,宏站
ANK-HBSC-6000-019,XAGS30/41,230,安康石泉瓦窑HG-AK835,390,58357,安康石泉瓦窑HG-AK835-0,GSM,108.141453,33.010366,宏站
ANK-HBSC-6000-019,XAGS30/41,230,安康石泉瓦窑HG-AK835,157,58358,安康石泉瓦窑HG-AK835-1,GSM,108.141453,33.010366,宏站
ANK-HBSC-6000-019,XAGS30/41,230,安康石泉瓦窑HG-AK835,230,58359,安康石泉瓦窑HG-AK835-2,GSM,108.141453,33.010366,宏站
ANK-HBSC-6000-019,XAGS30/41,8,安康石泉万昆小区HG-AKF067,8,50677,安康石泉万昆小区HG-AKF067-0,GSM,108.240833,33.044771,宏站
ANK-HBSC-6000-019,XAGS30/41,8,安康石泉万昆小区HG-AKF067,21,50678,安康石泉万昆小区HG-AKF067-1,GSM,108.240833,33.044771,宏站
ANK-HBSC-6000-019,XAGS30/41,8,安康石泉万昆小区HG-AKF067,45,50679,安康石泉万昆小区HG-AKF067-2,GSM,108.240833,33.044771,宏站
ANK-HBSC-6000-019,XAGS30/41,223,安康石泉王家院子HG-AK834,376,58347,安康石泉王家院子HG-AK834-0,GSM,108.181388,33.013611,宏站
ANK-HBSC-6000-019,XAGS30/41,223,安康石泉王家院子HG-AK834,160,58348,安康石泉王家院子HG-AK834-1,GSM,108.181388,33.013611,宏站
ANK-HBSC-6000-019,XAGS30/41,223,安康石泉王家院子HG-AK834,386,58349,安康石泉王家院子HG-AK834-2,GSM,108.181388,33.013611,宏站
ANK-HBSC-6000-019,XAGS30/41,57,安康石泉西关HGD-AKM466,120,54664,安康石泉西关HG-AKM466-0,GSM,108.244211,33.037656,宏站
ANK-HBSC-6000-019,XAGS30/41,57,安康石泉西关HGD-AKM466,122,54665,安康石泉西关HG-AKM466-1,GSM,108.244211,33.037656,宏站
ANK-HBSC-6000-019,XAGS30/41,57,安康石泉西关HGD-AKM466,123,54666,安康石泉西关HG-AKM466-2,GSM,108.244211,33.037656,宏站
ANK-HBSC-6000-019,XAGS30/41,231,安康石泉西沙河水库HG-AK838,395,58387,安康石泉西沙河水库HG-AK838-0,GSM,108.351143,33.006023,宏站
ANK-HBSC-6000-019,XAGS30/41,231,安康石泉西沙河水库HG-AK838,136,58388,安康石泉西沙河水库HG-AK838-1,GSM,108.351143,33.006023,宏站
ANK-HBSC-6000-019,XAGS30/41,231,安康石泉西沙河水库HG-AK838,244,58389,安康石泉西沙河水库HG-AK838-2,GSM,108.351143,33.006023,宏站
ANK-HBSC-6000-007,XAGS29/56,44,安康石泉喜河拉远HG-AK364,27,53647,安康石泉喜河拉远HG-AK364-7,GSM,108.202777,32.868333,宏站
ANK-HBSC-6000-007,XAGS29/56,44,安康石泉喜河拉远HG-AK364,148,53648,安康石泉喜河拉远HG-AK364-8,GSM,108.202777,32.868333,宏站
ANK-HBSC-6000-007,XAGS29/56,44,安康石泉喜河拉远HG-AK364,149,53649,安康石泉喜河拉远HG-AK364-9,GSM,108.202777,32.868333,宏站
ANK-HBSC-6000-019,XAGS30/41,62,安康石泉喜河镇大雁村HG-AKM525,132,55257,安康石泉喜河镇大雁村HG-AKM525-0,GSM,108.192456,32.858011,宏站
ANK-HBSC-6000-019,XAGS30/41,62,安康石泉喜河镇大雁村HG-AKM525,247,55258,安康石泉喜河镇大雁村HG-AKM525-1,GSM,108.192456,32.858011,宏站
ANK-HBSC-6000-019,XAGS30/41,62,安康石泉喜河镇大雁村HG-AKM525,248,55259,安康石泉喜河镇大雁村HG-AKM525-2,GSM,108.192456,32.858011,宏站
ANK-HBSC-6000-007,XAGS29/56,13,安康石泉喜河镇挡山村HG-AKM523,32,55237,安康石泉喜河镇挡山村HG-AKM523-0,GSM,108.2575,32.849444,宏站
ANK-HBSC-6000-007,XAGS29/56,13,安康石泉喜河镇挡山村HG-AKM523,127,55238,安康石泉喜河镇挡山村HG-AKM523-1,GSM,108.2575,32.849444,宏站
ANK-HBSC-6000-007,XAGS29/56,13,安康石泉喜河镇挡山村HG-AKM523,128,55239,安康石泉喜河镇挡山村HG-AKM523-2,GSM,108.2575,32.849444,宏站
ANK-HBSC-6000-007,XAGS29/56,44,安康石泉喜河拉远HG-AK364,107,53643,安康石泉喜河镇洞沟村拉远HG-AK364-3,GSM,108.226944,32.865,宏站
ANK-HBSC-6000-007,XAGS29/56,44,安康石泉喜河拉远HG-AK364,150,3643,安康石泉喜河镇洞沟村拉远HG-AK364-4,GSM,108.226944,32.865,宏站
ANK-HBSC-6000-019,XAGS30/41,56,安康石泉县医院HG-AKEI020,53,50207,安康石泉县医院HG-AKEI020-0,GSM,108.253701,33.035801,室分
ANK-HBSC-6000-019,XAGS30/41,70,安康石泉县医院HG-AKEI028,188,50287,安康石泉县医院HG-AKEI028-0,GSM,108.238738,33.0428236,室分
ANK-HBSC-6000-019,XAGS30/41,216,安康石泉新春HG-AK832,359,58327,安康石泉新春HG-AK832-0,GSM,108.089166,33.248611,宏站
ANK-HBSC-6000-019,XAGS30/41,216,安康石泉新春HG-AK832,158,58328,安康石泉新春HG-AK832-1,GSM,108.089166,33.248611,宏站
ANK-HBSC-6000-019,XAGS30/41,216,安康石泉新春HG-AK832,283,58329,安康石泉新春HG-AK832-2,GSM,108.089166,33.248611,宏站
ANK-HBSC-6000-019,XAGS30/41,6,安康石泉新华HG-AK121,46,51210,安康石泉新华HG-AK121-0,GSM,108.142777,33.191666,宏站
ANK-HBSC-6000-019,XAGS30/41,6,安康石泉新华HG-AK121,271,51211,安康石泉新华HG-AK121-1,GSM,108.142777,33.191666,宏站
ANK-HBSC-6000-019,XAGS30/41,6,安康石泉新华HG-AK121,371,51212,安康石泉新华HG-AK121-2,GSM,108.142777,33.191666,宏站
ANK-HBSC-6000-019,XAGS30/41,108,安康石泉新联村HG-AKM298,366,52984,安康石泉新联村HG-AKM298-0,GSM,108.212138,33.156894,宏站
ANK-HBSC-6000-019,XAGS30/41,108,安康石泉新联村HG-AKM298,498,52985,安康石泉新联村HG-AKM298-1,GSM,108.212138,33.156894,宏站
ANK-HBSC-6000-019,XAGS30/41,108,安康石泉新联村HG-AKM298,499,52986,安康石泉新联村HG-AKM298-2,GSM,108.212138,33.156894,宏站
ANK-HBSC-6000-019,XAGS30/41,63,安康石泉新桥村HG-AKF204,150,2040,安康石泉新桥村HG-AKF204-0,GSM,108.261944,33.030833,宏站
ANK-HBSC-6000-019,XAGS30/41,63,安康石泉新桥村HG-AKF204,151,2041,安康石泉新桥村HG-AKF204-1,GSM,108.261944,33.030833,宏站
ANK-HBSC-6000-019,XAGS30/41,63,安康石泉新桥村HG-AKF204,152,2042,安康石泉新桥村HG-AKF204-2,GSM,108.261944,33.030833,宏站
ANK-HBSC-6000-019,XAGS30/41,21,安康石泉兴坪HG-AK366,24,53660,安康石泉兴坪HG-AK366-0,GSM,108.176666,33.290277,宏站
ANK-HBSC-6000-019,XAGS30/41,21,安康石泉兴坪HG-AK366,95,53661,安康石泉兴坪HG-AK366-1,GSM,108.176666,33.290277,宏站
ANK-HBSC-6000-019,XAGS30/41,21,安康石泉兴坪HG-AK366,96,53662,安康石泉兴坪HG-AK366-2,GSM,108.176666,33.290277,宏站
ANK-HBSC-6000-019,XAGS30/41,262,安康石泉徐家坝电站HG-AKM034,437,50344,安康石泉徐家坝电站HG-AKM034-0,GSM,108.063333,33.224722,宏站
ANK-HBSC-6000-019,XAGS30/41,262,安康石泉徐家坝电站HG-AKM034,156,50345,安康石泉徐家坝电站HG-AKM034-1,GSM,108.063333,33.224722,宏站
ANK-HBSC-6000-019,XAGS30/41,262,安康石泉徐家坝电站HG-AKM034,520,50346,安康石泉徐家坝电站HG-AKM034-2,GSM,108.063333,33.224722,宏站
ANK-HBSC-6000-007,XAGS29/56,15,安康石泉药树村HG-AKM296,33,52964,安康石泉药树村HG-AKM296-0,GSM,108.124444,32.833888,宏站
ANK-HBSC-6000-007,XAGS29/56,15,安康石泉药树村HG-AKM296,0,52965,安康石泉药树村HG-AKM296-1,GSM,108.124444,32.833888,宏站
ANK-HBSC-6000-007,XAGS29/56,15,安康石泉药树村HG-AKM296,138,52966,安康石泉药树村HG-AKM296-2,GSM,108.124444,32.833888,宏站
ANK-HBSC-6000-019,XAGS30/41,144,安康石泉一站HGD-AK009,27,51424,安康石泉一站HD-AKM142-0,GSM,108.2397222,33.0425001,宏站
ANK-HBSC-6000-019,XAGS30/41,144,安康石泉一站HGD-AK009,31,51426,安康石泉一站HD-AKM142-1,GSM,108.2397222,33.0425001,宏站
ANK-HBSC-6000-019,XAGS30/41,144,安康石泉一站HGD-AK009,135,51425,安康石泉一站HD-AKM142-2,GSM,108.2397222,33.0425001,宏站
ANK-HBSC-6000-019,XAGS30/41,144,安康石泉一站HGD-AK009,232,50091,安康石泉一站HG-AK009-0,GSM,108.2397222,33.0425001,宏站
ANK-HBSC-6000-019,XAGS30/41,144,安康石泉一站HGD-AK009,233,50092,安康石泉一站HG-AK009-1,GSM,108.2397222,33.0425001,宏站
ANK-HBSC-6000-019,XAGS30/41,144,安康石泉一站HGD-AK009,234,50093,安康石泉一站HG-AK009-2,GSM,108.2397222,33.0425001,宏站
ANK-HBSC-6000-019,XAGS30/41,56,安康石泉县医院HG-AKEI020,187,50208,安康石泉医院信源站HG-AKEI020-2,GSM,108.236503,33.044381,室分
ANK-HBSC-6000-019,XAGS30/41,28,石泉银桥HG-AK481,289,54812,安康石泉银桥HG-AK481-2,GSM,108.276111,33.191111,宏站
ANK-HBSC-6000-019,XAGS30/41,28,石泉银桥HG-AK481,290,54813,安康石泉银桥HG-AK481-3,GSM,108.276111,33.191111,宏站
ANK-HBSC-6000-019,XAGS30/41,48,安康石泉迎丰HG-AK216,54,52160,安康石泉迎丰HG-AK216-0,GSM,108.4061111,33.10305556,宏站
ANK-HBSC-6000-019,XAGS30/41,48,安康石泉迎丰HG-AK216,105,52161,安康石泉迎丰HG-AK216-1,GSM,108.4061111,33.10305556,宏站
ANK-HBSC-6000-019,XAGS30/41,48,安康石泉迎丰HG-AK216,241,52165,安康石泉迎丰HG-AK216-2,GSM,108.4061111,33.10305556,宏站
ANK-HBSC-6000-019,XAGS30/41,82,安康石泉迎丰拉远HG-AK216,148,52164,安康石泉迎丰沟HG-AK216-4,GSM,108.4061111,33.10305556,宏站
ANK-HBSC-6000-019,XAGS30/41,39,安康石泉中池HG-AK367,67,53672,安康石泉迎丰镇弓箭沟村拉远HG-AK367-2,GSM,108.375555,33.091388,宏站
ANK-HBSC-6000-019,XAGS30/41,59,安康石泉高涧HG-AKM215,217,160,安康石泉迎丰镇庙梁电站拉远HG-AKM215-10,GSM,108.418888,33.131944,宏站
ANK-HBSC-6000-019,XAGS30/41,59,安康石泉高涧HG-AKM215,141,52158,安康石泉迎丰镇庙梁电站拉远HG-AKM215-8,GSM,108.418888,33.131944,宏站
ANK-HBSC-6000-019,XAGS30/41,59,安康石泉高涧HG-AKM215,215,2159,安康石泉迎丰镇庙梁电站拉远HG-AKM215-9,GSM,108.418888,33.131944,宏站
ANK-HBSC-6000-019,XAGS30/41,68,安康石泉迎丰镇三湾村1组HG-AKF216,163,2160,安康石泉迎丰镇三湾村1组HG-AKF216-0,GSM,108.37998,33.14122,宏站
ANK-HBSC-6000-019,XAGS30/41,68,安康石泉迎丰镇三湾村1组HG-AKF216,165,2161,安康石泉迎丰镇三湾村1组HG-AKF216-1,GSM,108.37998,33.14122,宏站
ANK-HBSC-6000-019,XAGS30/41,68,安康石泉迎丰镇三湾村1组HG-AKF216,171,2162,安康石泉迎丰镇三湾村1组HG-AKF216-2,GSM,108.37998,33.14122,宏站
ANK-HBSC-6000-019,XAGS30/41,24,安康石泉迎丰镇三湾村HG-AKF066,89,50667,安康石泉迎丰镇三湾村HG-AKF066-0,GSM,108.392827,33.15323,宏站
ANK-HBSC-6000-019,XAGS30/41,24,安康石泉迎丰镇三湾村HG-AKF066,90,50668,安康石泉迎丰镇三湾村HG-AKF066-1,GSM,108.392827,33.15323,宏站
ANK-HBSC-6000-019,XAGS30/41,48,安康石泉迎丰HG-AK216,166,52162,安康石泉迎丰镇莘庄拉远HG-AK216-0,GSM,108.433611,33.113611,宏站
ANK-HBSC-6000-019,XAGS30/41,48,安康石泉迎丰HG-AK216,242,52166,安康石泉迎丰镇莘庄拉远HG-AK216-1,GSM,108.433611,33.113611,宏站
ANK-HBSC-6000-019,XAGS30/41,48,安康石泉迎丰HG-AK216,243,2167,安康石泉迎丰镇莘庄拉远HG-AK216-2,GSM,108.433611,33.113611,宏站
ANK-HBSC-6000-019,XAGS30/41,82,安康石泉迎丰拉远HG-AK216,14,52163,安康石泉迎丰镇双良村拉远HG-AK216-3,GSM,108.432346,33.088967,宏站
